 , ,S1,S2,S3,S4,V,L,PRAC DRILL,PLAY #,QB,HASH,FPOS,DN,DIST,PERSON,OFF FORM,MOTION,OFF PLAY,OVO CONCEPT,JERSEY #,OVO RESULT,PLAY CALL,R/P,GAIN,REC#,PLAY RESULT,FORM FAM,FIB,BLITZ,FRONT,RUSHERS,STUNT,COVERAGE,DFE TEAM,OFF TEAM,TAPE LABELS
491, , , , , , , , ,37,16,L,-28,3,2,11,ERLY OFF,T LT,23 Q,22/23/Q,16,R, ,R,5, , ,ERLY OFF, ,W2,CUB 2,4,SR DROP,4,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.037
492, , , , , , , , ,60,16,L,22,3,7,11,LATE FLX,Y MV,23 Q,22/23/Q,16,R, ,R,5, , ,ERLY FLX, , ,ODD M,4, ,0,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.060
493, , , , , , , , ,41,16,R,-25,1,10,12,DEUCE, ,22 Q,22/23/Q,16,R, ,R,4, , , , , ,UND G,4, ,3 BUZZ,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.041
495, , , , , , , , ,43,16,L,-43,1,10,11,ERLY OFF,T LT,23 Q,22/23/Q,16,R, ,R,2, , ,ERLY OFF, , ,OVR G,4, ,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.043
496, , , , , , , , ,70,16,L,-32,3,9,11,ERLY OFF MARS, ,26 Q,22/23/Q,16,R, ,R,2, , ,EMPTY, , ,UND G +,4, ,1,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.073
497, , , , , , , , ,11,16,L,-27,0,10,11,RAKE MARS,H MV,23 Q,22/23/Q,16,R, ,R,2, , ,EMPTY,N, ,ODD 4I, , ,41 CONE,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.011
498, , , , , , , , ,66,16,R,43,2,11,11,ERLY FLX PLUTO,Y MV,22 Q,22/23/Q,16,R, ,R,2, , ,EMPTY, , ,RUSH,3, ,3 STR,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.066
499, , , , , , , , ,69,16,L,-31,2,10,11,RAKE VENUS T ON, ,23 Q,22/23/Q,16,R, ,R,1, , ,UNBL, , ,UND M,5, ,1,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.072
500, , , , , , , , ,24,16,L,5,3,5,11,AIR OFF,H BO,23 Q,22/23/Q,16,R, ,R,1, , ,PLN OFF, ,SC W1,UND,6, ,1,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.024
501, , , , , , , , ,52,18,M,-43,1,10,11,ERLY OFF,T LT,23 Q,22/23/Q,18,R, ,R,0, , ,ERLY OFF, , ,UND,4,NEAR,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.052
502, , , , , , , , ,27,16,R,7,1,7,11,LAWN PLUTO,H MV,22 Q,22/23/Q,71,FALSTR, ,X,0, ,X,UNB,N, , , , , ,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.027
503, , , , , , , , ,31,16,L,39,3,13,11,RAKE,T LT,23 Q,22/23/Q,16,R, ,R,-3, , ,RAKE, , , , , ,3 STR,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.031
504, , , , , , , , ,65,16,R,38,2,6,11,ERLY FLX PLUTO,Y MV,22 Q,22/23/Q,16,FALSTR, ,PE,-5, , ,EMPTY, , ,ODD,3, , ,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.065
505, , , , , , , , ,68,16,L,-31,2,10,11,RAKE VENUS T ON, ,23 Q,22/23/Q,66,FALSTR, ,PE,-5, , ,UNBL, , ,BEAR 1 9, , , ,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.071
506, , , , , , , , ,15,16,L,-25,0,10,11,RAKE VENUS T ON, ,23 Q BELLY,22/23/Q/BELLY,13,C, ,P,0, , ,UNBL, , ,PEACHES,4, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.016
507, , , , , , , , ,9,16,L,-41,1,10,11,ERLY OFF, ,23 Q FLASH,22/23/Q/FLASH,2,R, ,R,3, , ,ERLY OFF, , , , , ,11,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.009
509, , , , , , , , ,49,16,R,-45,2,5,11,AIR OFF,H TAC,23 Q LD,22/23/Q/LD,16,R, ,R,7, , ,PLN OFF, , ,OVR G,4, ,41,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.049
510, , , , , , , , ,60,16,L,-28,2,7,12,ERLY OFF,ROPE,23 Q NY,22/23/Q/NY/LA,16,R, ,R,1, , ,ERLY OFF, , ,OVR S,5, ,3 ZD,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.062
511, , , , , , , , ,18,16,R,-23,1,10,11,PLN OFF,H  QK,22 Q SEARCH,22/23/Q/SEARCH,16,R, ,R,2, , , , , ,OVR G STK,4, ,4 POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.018
512, , , , , , , , ,14,14,R,-30,2,5,11,LATE OFF H ON,Z BO,22 Q T WHL,22/23/Q/WHL,14,R, ,R,3, , , , , ,OVR +, , ,2 ROBBER,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.014
514, , , , , , , , ,7,16,R,-24,1,10,11,AIR OFF,H TAC,23 Z SNIPER,22/23/SNIPER,2,R, ,R,0, , ,PLN OFF, , ,OVR G STK ?,4, ,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.007
515, , , , , , , , ,48,14,R,47,0,10,11,AIR FL,X LT,24,24/25,9,R, ,R,9, , ,PLN FLO, , ,OVR G, , ,4 CONE,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.048
516, , , , , , , , ,18,16,L,-43,0,10,11,PLN FLO, ,25,24/25,9,R, ,R,6, , ,PLN FLO, , , , , ,3 CHOP,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.018
517, , , , , , , , ,39,16,R,40,0,10,11,AIR FL, ,24,24/25,9,R, ,R,2, , ,PLN FLO, , , , , ,DBL CUT,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.039
518, , , , , , , , ,33,16,R,-25,2,7,11,AIR FL, ,24,24/25,9,R, ,R,0, , ,PLN FLO, , , , , ,1,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.033
519, , , , , , , , ,59,16,L,24,3,3,11,PLN FLO, ,25,24/25,8,R, ,R,-1, , ,PLN FLO, , , , , ,6 FLD FZ,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.059
520, , , , , , , , ,22,14,R,-25,1,10,11,AIR OFF,Y MV,25,24/25,8,R, ,R,-2, , , , , ,UND G, , ,3 FZ,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.022
521, , , , , , , , ,2,14,L,-26,2,4,12,DEUCE, ,24 ARC,24/25/ARC,9,R, ,R,0, , ,DEUCE, ,UND G 9, , ,4, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.002
522, , , , , , , , ,1,14,L,-25,0,10,11,PLN OFF, ,25 ARC,24/25/ARC,9,R++15, ,R,54, , , , , ,OVR 9, , ,3 WK,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.001
523, , , , , , , , ,8,14,L,22,1,10,12,NITRO (DEUCE), ,24 ARC,24/25/ARC,8,R+, ,R,10, , ,DEUCE,N, ,UW, , ,3 BUZZ,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.008
524, , , , , , , , ,52,14,R,34,2,8,11,PLN OFF, ,25 ARC,24/25/ARC,8,R, ,R,5, , , , , ,SPLIT 9, , ,11,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.052
525, , , , , , , , ,36,14,L,23,1,10,11,PLN OFF, ,25 ARC,24/25/ARC,9,R, ,R,2, , , , , ,OVR G, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.036
526, , , , , , , , ,16,14,L,-36,1,10,11,ERLY OFF, ,25 ARC,24/25/ARC,8,R, ,R,-1, , ,ERLY OFF, , ,RUSH S, , ,31,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.016
527, , , , , , , , ,22,14,R,-27,2,3,12,DEUCE, ,25 ARC,24/25/ARC,9,R, ,R,-1, , ,DEUCE, ,UND S, , ,4, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.022
528, , , , , , , , ,22,16,R,40,2,4,11,AIR FL, ,24 BELLY,24/25/BELLY,9,R, ,R,6, , ,PLN FLO, , ,OVR 9, , ,3 WK,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.022
529, , , , , , , , ,16,16,L,-25,1,10,11,ERLY OFF,Y MV,25 BLF,24/25/BLF,9,R+, ,R,18, , ,ERLY OFF, , ,OVR G, , ,11,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.016
530, , , , , , , , ,12,14, ,20,1,10,11,ERLY OFF,Y MV,25 BLF,24/25/BLF,9,R++15, ,R,18, , ,ERLY OFF,N, ,UGW, , ,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.012
531, , , , , , , , ,32,16,R,-31,1,10,11,AIR OFF, ,24 BLF,24/25/BLF,16,R, ,R,0, , ,PLN OFF, , ,OVR, , ,3 SPEAR,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.032
532, , , , , , , , ,13,14,R,-40,0,10,11,LATE OFF,Y MV,24 BLF,24/25/BLF,14,R, ,R,-5, , ,ERLY OFF, , ,UND G, , ,41,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.013
533, , , , , , , , ,29,14,L,-25,2,10,11,ERLY OFF,Y MV,25 BLF,24/25/BLF,14,R++15, ,R,24, , ,ERLY OFF, ,S@C,RUSH, , ,3 FZ,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.029
534, , , , , , , , ,38,14,L,1,1,1,11,LATE OFF, ,25 BLF,24/25/BLF,14,R, ,R,-1, , ,ERLY OFF,X,UND, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.038
535, , , , , , , , ,39,14,L,-26,2,9,11,ERLY OFF, ,25 Y FLAT,24/25/FLAT,9,R, ,R,3, , , , , ,OVR G 9, , ,11,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.039
536, , , , , , , , ,47,14,L,-35,0,10,11,ERLY OFF, ,SUGAR (25 Y FLAT),24/25/FLAT,9,R, ,R,0, , , , , ,OVR G, , ,0,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.047
537, , , , , , , , ,28,14,R,-43,2,2,11,AIR,Z FLY,26,26/27,9,R++15, ,R,21, , , , , ,OVR 9, , ,3 WK,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.028
538, , , , , , , , ,42,14,L,50,1,10,12,DBL OFF FLO,H MV,27,26/27,9,R+, ,R,10, , , , , ,BEAR 9, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.042
539, , , , , , , , ,28,14, ,29,1,10,11,AIR, ,26,26/27,8,R, ,R,9, , ,PLN,N, ,ODD 4I, , ,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.028
540, , , , , , , , ,55,14,M,24,2,10,11,PLN,X FLY,27,26/27,9,R, ,R,9, , , , , ,SPLIT 9, , ,11,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.055
541, , , , , , , , ,27,14,M,-35,1,10,11,AIR, ,26,26/27,9,R, ,R,8, , , , , ,BEAR 9, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.027
542, , , , , , , , ,43,16,R,22,1,10,12,GRN,Z MV,26,26/27,2,R, ,R,7, , ,GRN, , ,OVR G STK, , ,4,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.043
543, , , , , , , , ,49,14,R,49,1,10,11,AIR,Z FLY,26,26/27,9,R, ,R,7, , , , , ,OVR G 9, , ,6 CONE,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.049
544, , , , , , , , ,31,14, ,-43,0,10,11,AIR, ,26,26/27,38,R, ,R,7, , ,PLN,N,ALL OUT,UGW, , ,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.031
545, , , , , , , , ,50,14,R,42,2,3,12,TRP, ,26,26/27,9,R, ,R,6, , , , , ,OVR G 9, , ,2,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.050
546, , , , , , , , ,69,16,R,5,2,5,12,GRN FL, ,26,26/27,2,R, ,R,5, , ,GLD FLO, , ,OVR G S, , ,0 SY,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.069
547, , , , , , , , ,61,16,L,19,1,10,11,SLD FLO, ,SUGAR (27),26/27,8,R, ,R,4, , ,SLD FLO, , , , , ,6,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.061
548, , , , , , , , ,61,16,L,3,1,3,THICK,DOOR KING, ,26,26/27,8,R, ,R,3, , ,DOOR KING, , ,ODD S,6, ,0 SY,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.061
549, , , , , , , , ,51,14, ,24,1,10,11,AIR, ,26,26/27,38,R, ,R,3, , ,PLN,N, ,ODD 4I, , ,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.051
550, , , , , , , , ,68,16,R,7,1,7,12,GRN,Z MV,26,26/27,2,R, ,R,2, , ,GRN, , ,TITE, , ,4 MAN,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.068
551, , , , , , , , ,30,16,L,-12,0,10,11,ERLY, ,26,26/27,9,R, ,R,2, , ,ERLY, , , , , ,3 BUZZ,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.030
552, , , , , , , , ,13,14,R,-8,1,10,12,DOOR PIST, ,26,26/27,2,R, ,R,1, , ,DBL, , ,UND S,5, ,3 WK,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.013
553, , , , , , , , ,38,14,L,-21,0,10,11,PLN, ,27,26/27,8,R, ,R,1, , ,PLN,N, ,OVER, , ,3 STR,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.038
554, , , , , , , , ,52,18, ,21,2,7,11,PLN, ,27,26/27,38,R, ,R,1, , ,AIR,Y,W@3,UGW, , ,1B,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.052
555, , , , , , , , ,23,14,L,-24,0,10,11,PLN, ,27,26/27,5,INC, ,P,0, , , , , ,UND G 9, , ,1 CHOP,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.023
556, , , , , , , , ,30,14,R,29,2,3,11,PLN,X FLY,27,26/27,8,R, ,R,0, , , , , ,OVR G 9, , ,1 SPEAR,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.030
557, , , , , , , , ,4,14,L,40,1,10,11,ERLY Z ON,X QK,26,26/27,9,R, ,R,4, , ,UNB, , ,OVR 9, , ,11,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.004
558, , , , , , , , ,20,14,L,25,2,4,12,PLN,X FLY,27,26/27,9,R, ,R,3, , ,PLN, , ,RUSH, , ,3 STR,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.020
559, , , , , , , , ,38,14,R,45,1,10,12,SLD, ,27,26/27,9,R, ,R,5, , ,TRP, , ,OVR 9, , ,3 STR,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.038
560, , , , , , , , ,9,14,R,29,1,10,11,ERLY OFF, ,26,26/27,9,R, ,R,2, , ,ERLY OFF,X,OVR 9, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.009
561, , , , , , , , ,15,14,R,6,3,6,11,ERLY OFF, ,26,26/27,76,FALSTR, ,R,-5, , ,ERLY OFF,X,RUSH, , , , ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.015
562, , , , , , , , ,58,14,R,-11,1,10,11,ERLY OFF, ,26,26/27,9,R, ,R,5, , ,ERLY OFF,X,OVR 9, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.058
563, , , , , , , , ,3,16,L,31,1,10,21,RAKE Y ON, ,F/S 26 BELLY,26/27/F/S/BELLY,1,R+, ,R,15, , ,RAKE, , ,OVR,4, ,3 BUZZ,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.003
564, , , , , , , , ,33,14,L,10,2,9,11,LAWN Y ON, ,F/S 27 BELLY,26/27/F/S/BELLY,9,R, ,R,8, , ,UNB,N, ,OW, , ,4 CONE,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.033
565, , , , , , , , ,51,16,R,46,1,10,11,LAWN Y ON, ,F/S 27 BELLY,26/27/F/S/BELLY,7,R, ,R,2, , ,UNBL, , ,OVR,4,N ANGLE,3 BUZZ,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.051
566, , , , , , , ,93 LA,8,16,L,25,1,10,11,RAKE Y ON, ,F/S 26 BELLY,26/27/F/S/BELLY,9,R, ,R,1, , ,UNB,N, ,ODD 4I, , ,6 CONE,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.008
567, , , , , , , , ,68,14,R,-12,1,10,11,ERLY OFF, ,F/S 26 GOTTI,26/27/F/S/GOTTI,2,R, ,R,1, , ,ERLY OFF, ,CHOP, ,5, ,6 CHOP,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.068
568, , , , , , , , ,14,14,L,-28,2,6,11,PLN, ,27 GOTTI,26/27/GOTTI,2,R, ,R,-3, , ,PLN, ,BS3,OVR G,5, ,3 SPEAR,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.014
569, , , , , , , , ,27,16,R,3,1,3,BULKY,SLD,X FLY,27 MASH,26/27/MASH,1,R, ,R,3, , ,SLD, , ,BEAR,6, ,0 SY,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.027
570, , , , , , , , ,36,16,M,2,3,2,11,SLD,X FLY,27 MASH,26/27/MASH,2,R, ,R,2, , ,SLD, , ,BEAR,6,WEAK,0 SY,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.036
571, , , , , , , , ,22,16,R,11,1,10,12,SLD FL X ON,Z ORB,27 MASH,26/27/MASH,8,R, ,R,2, , ,UNBL, , ,OVR G SLIDE, , ,4,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.022
572, , , , , , , , ,29,12,R,3,2,3,BULKY,SLD,X FLY,27 MASH,26/27/MASH,2,R, ,R,1, , ,SLD, ,SB,BEAR 2 INT,6, ,0 SY,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.029
573, , , , , , , , ,62,16,L,9,3,6,12,TRP FLO Z ON,X ORB,26 MASH,26/27/MASH,2,R, ,R,1, , ,UNBL, , ,BEAR 9, , ,4 MAN,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.062
574, , , , , , , , ,26,12,L,1,2,1,BULKY,TRP,Z FLY,26 MASH,26/27/MASH,2,R, ,R,0, , ,SLD, ,SB,BEAR 2 INT,6, ,0 SY,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.026
575, , , , , , , , ,27,12,L,1,3,1,BULKY,SLD,X FLY,27 MASH,26/27/MASH,2,RBOG, ,R,-3, , ,SLD, ,BS3,BEAR 2 INT,6, ,0 SY,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.027
576, , , , , , , , ,10, , , , , ,BULKY,TRP,Z FLY,26 MASH,26/27/MASH, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.010
577, , , , , , , , ,39,14,R,40,2,5,11,AIR FL,H TIC,28 (CK. 26 Q MASH),26/27/MASH,14,R, ,R,4, , ,PLN FLO, , ,RUSH, , ,11,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.039
578, , , , , , , , ,14,14,R,1,2,1,THICK,SLD TITE,H MV,26 MASH,26/27/MASH,52,FALSTR, ,R,-5, , ,TRP TITE, , , , , , ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.014
579, , , , , , , , ,30,12,M,2,3,2,BULKY,TRP PIST, ,HOT 26 MASH Z POP,26/27/MASH/POP,87,D, ,P,0, , ,TRP, ,SB,BEAR 2 INT,6, ,0 SY,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.030
580, , , , , , , , ,8,14, ,4,1,4,12,SLD FL X ON, ,27 Q MASH,26/27/MASH/Q,14,R, ,R,4, , ,TRP FLO Z ON,N, ,OGW, , ,0,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.008
581, , , , , , , , ,34,16,L,4,1,4,11,SUGAR SLD,X FLY,27 MASH Q LD,26/27/MASH/Q/LD,16,R, ,R,1, , ,SLD, , ,BEAR,6, ,0 SY,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.034
582, , , , , , , , ,57,14,R,1,1,1,12,TRP,Z FLY,26 MASH Q LD,26/27/MASH/Q/LD,12,R, ,R,-1, , ,SLD, , , ,6, ,0 SY,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.057
583, , , , , , , , ,37,16,M,-29,0,10,11,ERLY OFF MARS, ,26 Q,26/27/Q,16,R, ,R,3, , ,EMPTY, , ,RUSH,4, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.039
584, , , , , , , , ,8,11, ,-30,1,10, ,TRP,T LT, ,26/27/Q, , , ,R,-1,11, , ,N, , , , , ,RICHMOND,WILLIAM & MARY,24 1450 11-23-2024 VAWM D @ VARI.008
585, , , , , , , , ,56,16,R,7,2,7,12,TRP SW, ,26 Q LD,26/27/Q/LD,16,R, ,R,2, , , , , ,BEAR 2,5, ,0 SY,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.056
586, , , , , , , , ,35,16,R,38,3,1,SEALS,TRP SW, ,26 Q LD,26/27/Q/LD,16,R, ,R,1, , ,SLD SW, , ,TITE,4, ,4,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.035
587, , , , , , , , ,16,16,R,5,1,5,12,TRP FL, ,26 Q MASH,26/27/Q/MASH,16,R, ,R,4, , ,SLD FLO, , , , , ,1,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.016
588, , , , , , , , ,25,16,R,-28,1,10,12,TRP FL, ,28,28/29,9,R, ,R,4, , ,SLD FLO, , , , , ,DBL CUT,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.025
589, , , , , , , , ,53,16,R,-35,2,8,12,SLD FLO, ,29,28/29,9,R, ,R,2, , ,SLD FLO, , , , , ,4 CONE,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.053
590, , , , , , , ,90 THROWBY,55,16,R,-25,0,10,11,AIR, ,28,28/29,38,R, ,R,2, , ,PLN,N, ,OGW, , ,4,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.055
591, , , , , , , , ,7,14,R,-42,2,10,12,TRP FL, ,28,28/29,9,R, ,R,1, , ,SLD FLO, , ,RUSH, , ,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.007
592, , , , , , , , ,2,14,L,28,1,10,11,PLN,X FLY,29,28/29,9,R, ,R,0, , ,PLN,N, ,OVR G, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.002
593, , , , , , , , ,21,14,L,29,1,10,12,TRP FLO Z ON,X MV,28,28/29,9,R, ,R,0, , , , , ,SPLIT S, , ,4,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.021
594, , , , , , , , ,45,14,L,17,2,6,12,DBL OFF FLO, ,29,28/29,38,R, ,R,4, , ,DBL OFF FLO, , ,RUSH S, , ,1,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.045
595, , , , , , , , ,4,12,L,-35,1,10,11,PLN FLO, ,29 BELLY,28/29/BELLY,12,R, ,R,5, , ,PLN FLO, , ,OVR G 9,4, ,4 POACH,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.004
596, , , , , , , , ,19,12,R,-34,2,6,11,AIR FL, ,28 BELLY,28/29/BELLY,1,R, ,R,1, , ,PLN FLO, , ,OVR G MO,4, ,6,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.019
597, , , , , , , , ,23,14,M,-8,0,10,21,GRN FLX, ,29 FLASH,28/29/FLASH,1,R, ,R,2, , ,GRN FLX, , ,CUB STK MO,3, ,83,HAMPTON,RICHMOND,23 0565 09-30-2023 VAHI O @ VARI.023
598, , , , , , , , ,4,14,R,40,1,10,11,PLN,X FLY,29 LK HOSS,28/29/LK/HOSS,11,C, ,P,7, , ,PLN, , ,UND,4, ,3 WK,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.004
599, , , , , , , , ,35,16,L,-28,1,10,11,AIR,Z FLY,28 LK HOSS,28/29/LK/HOSS,3,C, ,P,6, , ,PLN, ,W@1,UND G,5, ,1,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.035
600, , , , , , , , ,61,16,L,-18,1,10,11,AIR,Z FLY,28 LK HOSS,28/29/LK/HOSS,3,CGRT, ,P,3, , ,PLN, , ,UND,4,TON,11,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.061
601, , , , , , , , ,8,16,R,-34,2,5,11,AIR FL,ROPE,28 Q,28/29/Q,16,R, ,R,4, , ,PLN FLO, , , , , ,1,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.008
602, , , , , , , , ,35,16,R,-40,1,10,11,AIR FL,ROPE,28 Q,28/29/Q,16,R, ,R,1, , ,PLN FLO, , , , , ,DBL CUT,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.035
603, , , , , , , , ,5,14,L,-33,2,3,12,ERLY OFF BCH PIST, ,34,34/35,2,R, ,R,1, , ,BCH 3X1, , ,UND G,4,STRONG,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.005
604, , , , , , , , ,35, , , , , ,BULKY,TRP PIST,Z FLY,34,34/35, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.035
605, , , , , , , , ,10,14,R,18,2,5,12,DEUCE PIST, ,34 BG,34/35/BG,9,R, ,R,4, , , , , ,UND TITE 9 S, , ,3 STR,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.010
